Observer	Start (ISO)	Total Exposure (s)	Mid (ISO)	true_anom_deg	mean_anom_deg	eccentricity	phase_src	detection	encounter
Keck	2016-02-10T11:55:00Z	9840	2016-02-10T13:17:00Z	349.754735	349.940225	0.00916251873796	horizons:nu->M	n
Keck	2016-02-12T11:09:00Z	7440	2016-02-12T12:11:00Z	189.134562	189.294562	0.00873832411634	horizons:nu->M	n
Keck	2016-02-12T14:17:00Z	3840	2016-02-12T14:49:00Z	200.818119	201.176674	0.0087500817986	horizons:nu->M	n
Keck	2016-02-19T10:52:00Z	9120	2016-02-19T12:08:00Z	183.630779	183.694420	0.00871283749081	horizons:nu->M	n
Keck	2016-02-27T11:06:00Z	7920	2016-02-27T12:12:00Z	281.720585	282.743512	0.00912960782302	horizons:nu->M	n
Keck	2016-04-12T06:29:00Z	6300	2016-04-12T07:21:30Z	178.027261	177.992947	0.00864253932613	horizons:nu->M	n
Keck	2016-04-19T07:46:00Z	3600	2016-04-19T08:16:00Z	176.813951	176.758492	0.00865146055876	horizons:nu->M	n
Keck	2016-04-26T05:32:00Z	8880	2016-04-26T06:46:00Z	164.833379	164.571970	0.00866471144695	horizons:nu->M	y
Keck	2016-04-29T08:10:00Z	5280	2016-04-29T08:54:00Z	118.437962	117.542905	0.0088547059564	horizons:nu->M	n
Keck	2017-02-11T11:48:00Z	5280	2017-02-11T12:32:00Z	21.833324	21.421960	0.00971783463526	horizons:nu->M	n
Keck	2017-02-17T10:47:00Z	1920	2017-02-17T11:03:00Z	269.613989	270.711472	0.00957725150399	horizons:nu->M	n
Keck	2017-03-05T11:10:00Z	4200	2017-03-05T11:45:00Z	102.995733	101.942045	0.00942200523599	horizons:nu->M	n
Keck	2017-03-12T10:22:00Z	9660	2017-03-12T11:42:30Z	97.627543	96.556331	0.00942282990752	horizons:nu->M	n
Keck	2017-03-15T07:50:00Z	2760	2017-03-15T08:13:00Z	31.353465	30.780830	0.00966365948233	horizons:nu->M	n
Keck	2017-03-19T11:47:00Z	3120	2017-03-19T12:13:00Z	94.678740	93.603158	0.00941232036775	horizons:nu->M	n
Keck	2017-03-22T13:29:00Z	3300	2017-03-22T13:56:30Z	50.491664	49.647501	0.00959197529178	horizons:nu->M	n
Keck	2017-05-07T13:29:00Z	5520	2017-05-07T14:15:00Z	67.981020	66.999545	0.00926305717389	horizons:nu->M	n
HST	2016-02-22T00:00:00Z	2192	2016-02-22T00:18:16Z	80.004896	78.977056	0.00911876452198	horizons:nu->M	y*
HST	2016-03-04T00:00:00Z	2508	2016-03-04T00:20:54Z	121.715886	120.851244	0.00883921024263	horizons:nu->M	n
Galileo	1997-12-16T12:00:59Z	278	1997-12-16T12:03:18Z	127.514721	126.682496	0.00911799701176	horizons:nu->M	y	E12
Galileo	2000-01-02T17:59:43Z	na	2000-01-02T17:59:43Z	112.4	111.4	na	horizons:nu->M	n	E26
Subaru	2021-07-17T10:21:00Z	8400	2021-07-17T11:31:00Z	259.447047	260.476217	0.00912439943564	horizons:nu->M	y
JWST	2022-11-23T00:00:00Z	na	2022-11-23T00:00:00Z	254.9	255.9	na	horizons:nu->M	n
SOFIA	2017-03-15T07:01:00Z	8640	2017-03-15T08:13:00Z	31.353465	30.780830	0.00966365948233	horizons:nu->M	n
SOFIA	2017-05-27T04:04:00Z	7936	2017-05-27T05:10:08Z	274.442896	275.485817	0.00913360713113	horizons:nu->M	n
HST	2017-03-12T15:37:00Z	2650	2017-03-12T15:59:05Z	115.521192	114.554838	0.00931682663921	horizons:nu->M	n
HST	2017-05-26T03:49:00Z	1778	2017-05-26T04:03:49Z	166.138617	165.896163	0.008775182494	horizons:nu->M	n
HST	2017-06-12T21:50:00Z	1403	2017-06-12T22:01:41.500000Z	178.425522	178.397905	0.00871413002693	horizons:nu->M	n
